P0 id,P1_a Idade,P1_d PCD,P1_e_2 Experiencia prejudicada devido a minha Cor Raça Etnia,P1_e_3 Experiencia prejudicada devido a minha identidade de gênero,P1_e_4 Experiencia prejudicada devido ao fato de ser PCD,P1_f_1 Quantidade de oportunidades de emprego/vagas recebidas,P1_f_2 Senioridade das vagas recebidas em relação à sua experiência,P1_f_3 Aprovação em processos seletivos/entrevistas,P1_f_4 Oportunidades de progressão de carreira,P1_f_5 Velocidade de progressão de carreira,P1_f_6 Nível de cobrança no trabalho/Stress no trabalho,P1_f_7 Atenção dada diante das minhas opiniões e ideias,"P1_f_8 Relação com outros membros da empresa, em momentos de trabalho","P1_f_9 Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",P1_g vive_no_brasil,P2_d Gestor?,P2_k Você está satisfeito na sua empresa atual?,P2_l_1 Falta de oportunidade de crescimento no emprego atual,P2_l_2 Salário atual não corresponde ao mercado,P2_l_3 Não tenho uma boa relação com meu líder/gestor,P2_l_4 Gostaria de trabalhar em em outra área de atuação,P2_l_5 Gostaria de receber mais benefícios,P2_l_6 O clima de trabalho/ambiente não é bom,P2_l_7 Falta de maturidade analítica na empresa,P2_o_1 Remuneração/Salário,P2_o_2 Benefícios,P2_o_3 Propósito do trabalho e da empresa,P2_o_4 Flexibilidade de trabalho remoto,P2_o_5 Ambiente e clima de trabalho,P2_o_6 Oportunidade de aprendizado e trabalhar com referências na área,P2_o_7 Plano de carreira e oportunidades de crescimento profissional,P2_o_8 Maturidade da empresa em termos de tecnologia e dados,P2_o_9 Qualidade dos gestores e líderes,P2_o_10 Reputação que a empresa tem no mercado,P1_a_1 Faixa idade_22-24,P1_a_1 Faixa idade_25-29,P1_a_1 Faixa idade_30-34,P1_a_1 Faixa idade_35-39,P1_a_1 Faixa idade_40-44,P1_a_1 Faixa idade_45-49,P1_a_1 Faixa idade_50-54,P1_a_1 Faixa idade_55+,P1_b Genero_Masculino,P1_b Genero_Outro,P1_b Genero_Prefiro não informar,P1_c Cor/raca/etnia_Branca,P1_c Cor/raca/etnia_Indígena,P1_c Cor/raca/etnia_Outra,P1_c Cor/raca/etnia_Parda,P1_c Cor/raca/etnia_Prefiro não informar,P1_c Cor/raca/etnia_Preta,P1_i_1 uf onde mora_AM,P1_i_1 uf onde mora_AP,P1_i_1 uf onde mora_BA,P1_i_1 uf onde mora_CE,P1_i_1 uf onde mora_DF,P1_i_1 uf onde mora_ES,P1_i_1 uf onde mora_GO,P1_i_1 uf onde mora_MA,P1_i_1 uf onde mora_MG,P1_i_1 uf onde mora_MS,P1_i_1 uf onde mora_MT,P1_i_1 uf onde mora_PA,P1_i_1 uf onde mora_PB,P1_i_1 uf onde mora_PE,P1_i_1 uf onde mora_PI,P1_i_1 uf onde mora_PR,P1_i_1 uf onde mora_RJ,P1_i_1 uf onde mora_RN,P1_i_1 uf onde mora_RO,P1_i_1 uf onde mora_RS,P1_i_1 uf onde mora_SC,P1_i_1 uf onde mora_SE,P1_i_1 uf onde mora_SP,P1_i_1 uf onde mora_TO,P1_k Regiao de origem_AM,P1_k Regiao de origem_BA,P1_k Regiao de origem_CE,P1_k Regiao de origem_DF,P1_k Regiao de origem_ES,P1_k Regiao de origem_GO,P1_k Regiao de origem_MA,P1_k Regiao de origem_MG,P1_k Regiao de origem_MS,P1_k Regiao de origem_MT,P1_k Regiao de origem_PA,P1_k Regiao de origem_PB,P1_k Regiao de origem_PE,P1_k Regiao de origem_PI,P1_k Regiao de origem_PR,P1_k Regiao de origem_RJ,P1_k Regiao de origem_RN,P1_k Regiao de origem_RO,P1_k Regiao de origem_RR,P1_k Regiao de origem_RS,P1_k Regiao de origem_SC,P1_k Regiao de origem_SE,P1_k Regiao de origem_SP,P1_k Regiao de origem_TO,P1_l Nivel de Ensino_Estudante de Graduação,P1_l Nivel de Ensino_Graduação/Bacharelado,P1_l Nivel de Ensino_Mestrado,P1_l Nivel de Ensino_Não tenho graduação formal,P1_l Nivel de Ensino_Prefiro não informar,P1_l Nivel de Ensino_Pós-graduação,P1_m Área de Formação_Ciências Sociais,P1_m Área de Formação_Computação / Engenharia de Software / Sistemas de Informação/ TI,P1_m Área de Formação_Economia/ Administração / Contabilidade / Finanças/ Negócios,P1_m Área de Formação_Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,P1_m Área de Formação_Marketing / Publicidade / Comunicação / Jornalismo,P1_m Área de Formação_Outra opção,P1_m Área de Formação_Outras Engenharias,P1_m Área de Formação_Química / Física,P2_a Qual sua situação atual de trabalho?_Empregado (CLT),P2_a Qual sua situação atual de trabalho?_Estagiário,P2_a Qual sua situação atual de trabalho?_Freelancer,P2_a Qual sua situação atual de trabalho?_Prefiro não informar,P2_a Qual sua situação atual de trabalho?_Servidor Público,P2_a Qual sua situação atual de trabalho?_Vivo fora do Brasil e trabalho para empresa de fora do Brasil,P2_a Qual sua situação atual de trabalho?_Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,P2_b Setor_Educação,P2_b Setor_Entretenimento ou Esportes,P2_b Setor_Filantropia/ONG's,P2_b Setor_Finanças ou Bancos,P2_b Setor_Indústria,P2_b Setor_Internet/Ecommerce,P2_b Setor_Marketing,P2_b Setor_Outra Opção,P2_b Setor_Seguros ou Previdência,P2_b Setor_Setor Alimentício,P2_b Setor_Setor Automotivo,P2_b Setor_Setor Farmaceutico,P2_b Setor_Setor Imobiliário/ Construção Civil,P2_b Setor_Setor Público,P2_b Setor_Setor de Energia,P2_b Setor_Tecnologia/Fábrica de Software,P2_b Setor_Telecomunicação,P2_b Setor_Varejo,P2_b Setor_Área da Saúde,P2_b Setor_Área de Consultoria,P2_c Numero de Funcionarios_de 1 a 5,P2_c Numero de Funcionarios_de 1.001 a 3.000,P2_c Numero de Funcionarios_de 101 a 500,P2_c Numero de Funcionarios_de 11 a 50,P2_c Numero de Funcionarios_de 501 a 1.000,P2_c Numero de Funcionarios_de 51 a 100,P2_c Numero de Funcionarios_de 6 a 10,P2_f Cargo Atual_Analista de Dados/Data Analyst,P2_f Cargo Atual_Cientista de Dados/Data Scientist,P2_g Nivel_Pleno,P2_g Nivel_Sênior,P2_h Faixa salarial_Menos de R$ 1.000/mês,P2_h Faixa salarial_de R$ 1.001/mês a R$ 2.000/mês,P2_h Faixa salarial_de R$ 12.001/mês a R$ 16.000/mês,P2_h Faixa salarial_de R$ 16.001/mês a R$ 20.000/mês,P2_h Faixa salarial_de R$ 2.001/mês a R$ 3.000/mês,P2_h Faixa salarial_de R$ 20.001/mês a R$ 25.000/mês,P2_h Faixa salarial_de R$ 25.001/mês a R$ 30.000/mês,P2_h Faixa salarial_de R$ 3.001/mês a R$ 4.000/mês,P2_h Faixa salarial_de R$ 30.001/mês a R$ 40.000/mês,P2_h Faixa salarial_de R$ 4.001/mês a R$ 6.000/mês,P2_h Faixa salarial_de R$ 6.001/mês a R$ 8.000/mês,P2_h Faixa salarial_de R$ 8.001/mês a R$ 12.000/mês,P2_i Quanto tempo de experiência na área de dados você tem?_Menos de 1 ano,P2_i Quanto tempo de experiência na área de dados você tem?_Não tenho experiência na área de dados,P2_i Quanto tempo de experiência na área de dados você tem?_de 1 a 2 anos,P2_i Quanto tempo de experiência na área de dados você tem?_de 3 a 4 anos,P2_i Quanto tempo de experiência na área de dados você tem?_de 4 a 6 anos,P2_i Quanto tempo de experiência na área de dados você tem?_de 5 a 6 anos,P2_i Quanto tempo de experiência na área de dados você tem?_de 7 a 10 anos,P2_j Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?_Menos de 1 ano,P2_j Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?_Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,P2_j Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?_de 1 a 2 anos,P2_j Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?_de 3 a 4 anos,P2_j Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?_de 5 a 6 anos,P2_j Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?_de 7 a 10 anos,"P2_m Você participou de entrevistas de emprego nos últimos 6 meses?_Sim, fiz entrevistas mas não fui aprovado","P2_m Você participou de entrevistas de emprego nos últimos 6 meses?_Sim, fiz entrevistas mas não fui aprovado (ou ainda aguardo resposta)","P2_m Você participou de entrevistas de emprego nos últimos 6 meses?_Sim, fui aprovado e mudei de emprego","P2_m Você participou de entrevistas de emprego nos últimos 6 meses?_Sim, fui aprovado mas decidi não mudar de emprego","P2_m Você participou de entrevistas de emprego nos últimos 6 meses?_Sim, fui aprovado no meu primeiro emprego (ou estava sem emprego)","P2_n Você pretende mudar de emprego nos próximos 6 meses?_Estou em busca de oportunidades, mas apenas fora do Brasil",P2_n Você pretende mudar de emprego nos próximos 6 meses?_Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,"P2_n Você pretende mudar de emprego nos próximos 6 meses?_Não estou buscando, mas me considero aberto a outras oportunidades","P2_q Empresa que trabaha passou por layoff em 2023_Sim, ocorreram layoffs/demissões em massa na empresa em que trabalhava e eu fui afetado","P2_q Empresa que trabaha passou por layoff em 2023_Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado",P2_r Atualmente qual a sua forma de trabalho?_Modelo 100% remoto,P2_r Atualmente qual a sua forma de trabalho?_Modelo híbrido com dias fixos de trabalho presencial,P2_r Atualmente qual a sua forma de trabalho?_Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),P2_s Qual a forma de trabalho ideal para você?_Modelo 100% remoto,P2_s Qual a forma de trabalho ideal para você?_Modelo híbrido com dias fixos de trabalho presencial,P2_s Qual a forma de trabalho ideal para você?_Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),P2_t Caso sua empresa decida pelo modelo 100% presencial qual será sua atitude?_Vou procurar outra oportunidade no modelo 100% remoto,P2_t Caso sua empresa decida pelo modelo 100% presencial qual será sua atitude?_Vou procurar outra oportunidade no modelo híbrido ou remoto,"P4_a Mesmo que esse não seja seu cargo formal, você considera que sua atuação no dia a dia, reflete alguma das opções listadas abaixo?_*Ciência de Dados/Machine Learning/AI: *Desenha e executa experimentos com o objetivo de responder perguntas do negócio; desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.","P4_a Mesmo que esse não seja seu cargo formal, você considera que sua atuação no dia a dia, reflete alguma das opções listadas abaixo?_*Engenharia de Dados:* Modela soluções de arquitetura de dados; define modelagens de repositórios de dados (Data Lake, Data Warehouse, Data Lakehouse); desenvolve estratégias de aquisição de dados, recuperação de informação e pipelines de dados.","P4_a Mesmo que esse não seja seu cargo formal, você considera que sua atuação no dia a dia, reflete alguma das opções listadas abaixo?_Não atuo em nenhuma das frentes citadas.",P4_a_1 Atuacao_Ciência de Dados,P4_a_1 Atuacao_Engenharia de Dados,P4_a_1 Atuacao_Outra atuação
001b2d1qtli8t9z7oqgdhj001b2d4i0g,31,0,,,,,,,,,,,,,1,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0",False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False
0026aa3fwd78u0026asg7456tfkjg2cs,30,0,,,,,,,,,,,,,1,"0,0","1,0",,,,,,,,"1,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0",False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
00r21rb9pusd1b0v7ew00r21rw3dy69w,37,0,"0,0","1,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0",1,"0,0","1,0",,,,,,,,"1,0","0,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False
00v0az4g792svil00vn6y1kfm9hq8vy9,34,0,,,,,,,,,,,,,1,"0,0","1,0",,,,,,,,"1,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0",False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
01zusm1faol2k2601zlthh05cj7iqyit,25,1,"1,0","0,0","1,0","1,0","0,0","1,0","0,0","0,0","1,0","0,0","1,0","0,0",1,"0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
04b8mbh28y4r0z04b8f42bs4j4ma44pl,29,0,"0,0","1,0","0,0","0,0","1,0","0,0","1,0","1,0","1,0","1,0","0,0","0,0",1,"0,0","1,0",,,,,,,,"1,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False
04zjy2mj5qhb4d4uv04zjw3u7cxv87x7,29,0,,,,,,,,,,,,,1,"0,0","1,0",,,,,,,,"1,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0",False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False
05na8bynsxjppjlrgsfb405na83mpw9f,36,0,,,,,,,,,,,,,1,"0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0",False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
07podb88144utvmy9lk0x07podb8k8nl,38,0,"0,0","0,0","0,0",,,,,,,,,,1,"0,0","1,0",,,,,,,,"1,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0",False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False
08f7gp5stfs0txz08fn357e56e1co6sj,23,-1,"0,0","0,0","0,0",,,,,,,,,,1,"0,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0","1,0","1,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False
0aadbbqu8p2hf3a0aadbshkx5p9ty80m,36,0,,,,,,,,,,,,,1,"0,0","1,0",,,,,,,,"1,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0",False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0an4fvp64oeblyt70k00an4fvtn9vcle,29,0,,,,,,,,,,,,,1,"0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0",False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False
